GlobalId,Name,Text
1L5063dWPC$QdUCSTm2w_l,ASPWRZ,". Author: MaciekMAD/Maciek; Description: ViewDefinition [CoordinationView_V2.0]; Implementation Level: 2;1; Organization: Structural Designer; Originating System: Tekla Structures 17.0 Build:10027/23.12.2011, IFC Export Version: 306Dec 16 2011; Preprocessor Version: IFC Database Version:Work; Schema Identifiers: IFC2X3; Time Stamp: 2011-07-12T17:19:12"
1qjbGAI9T6BvurC1LlNiYL,Undefined,. Project: ASPWRZ; Top Elevation: 9769.41879833486; Bottom Elevation: -3954.5185806801; Global Top Elevation: 9769.41879833486; Global Bottom Elevation: -3954.5185806801; Has Own Geometry: 0; Children Have Geometry: 1; Global X: 697.881980348896; Global Y: -26431.1757121508; Global Z: -3954.5185806801; Bounding Box Length: 74112.2778199777; Bounding Box Width: 22464.3019117849; Bounding Box Height: 13723.937379015
0QlTeidbPB3PxneOz96_Et,Undefined,. Project: ASPWRZ; Top Elevation: 9769.41879833486; Bottom Elevation: -3954.5185806801; Global Top Elevation: 9769.41879833486; Global Bottom Elevation: -3954.5185806801; Has Own Geometry: 0; Children Have Geometry: 1; Global X: 697.881980348896; Global Y: -26168.8096562203; Global Z: -3954.5185806801; Bounding Box Length: 74112.2778199777; Bounding Box Width: 22201.9358558544; Bounding Box Height: 13723.937379015
3XlmgDE7D3cARPL5v0dg0A,Undefined,. Project: ASPWRZ; Building: Undefined; Top Elevation: 9769.41879833486; Bottom Elevation: -3954.5185806801; Global Top Elevation: 9769.41879833486; Global Bottom Elevation: -3954.5185806801; Has Own Geometry: 0; Children Have Geometry: 1; Global X: 697.881980348896; Global Y: -26168.8096562203; Global Z: -3954.5185806801; Bounding Box Length: 74112.2778199777; Bounding Box Width: 22201.9358558544; Bounding Box Height: 13723.937379015
1Fs6Ih00001p4pCparE34s,pret,. Dlugosc: 1990; Material: BST500; Numer preta: 123; Rozmiar: 8; Waga calkowita: 51.8793; Waga jednego preta: 0.78605; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 437.993183619173; Bottom Elevation: 430.005699511399; Global Top Elevation: 437.993183619173; Global Bottom Elevation: 430.005699511399; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 23072.2242080988; Global Y: -15192.8149597017; Global Z: 430.005699511399; Bounding Box Length: 9757.14952275272; Bounding Box Width: 1990.01022390299; Bounding Box Height: 7.98748410777387; Layer: TS_4 kondygnacja I - belki i plyty schody
1GMOyL0004d34pD3WmDZGn,pret,. Dlugosc: 7216; Material: BST500; Numer preta: 1384; Rozmiar: 10; Waga calkowita: 22.261977; Waga jednego preta: 4.452272; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6704.46856640962; Bottom Elevation: 6195.53166247229; Global Top Elevation: 6704.46856640962; Global Bottom Elevation: 6195.53166247229; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 3774.39049721902; Global Y: -17652.791503334; Global Z: 6195.53166247229; Bounding Box Length: 7216.35420800714; Bounding Box Width: 9.98300666717842; Bounding Box Height: 508.936903937327; Layer: TS_7 kondygnacja II -sciany
1GMOyL0004g34pD3WmDZGp,pret,. Dlugosc: 4749; Material: BST500; Numer preta: 2350; Rozmiar: 10; Waga calkowita: 11.722383; Waga jednego preta: 2.930133; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 7204.46856640962; Bottom Elevation: 6820.53166247222; Global Top Elevation: 7204.46856640962; Global Bottom Elevation: 6820.53166247222; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6270.79049721902; Global Y: -17652.791503334; Global Z: 6820.53166247222; Bounding Box Length: 4749.95420800713; Bounding Box Width: 9.9830066671675; Bounding Box Height: 383.936903937396; Layer: TS_7 kondygnacja II -sciany
1GMOyL0004ip4pD3WmDZGr,pret,. Dlugosc: 7216; Material: BST500; Numer preta: 1384; Rozmiar: 10; Waga calkowita: 22.261977; Waga jednego preta: 4.452272; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6704.46856640962; Bottom Elevation: 6195.53166247216; Global Top Elevation: 6704.46856640962; Global Bottom Elevation: 6195.53166247216; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 3774.39049721902; Global Y: -17492.791503334; Global Z: 6195.53166247216; Bounding Box Length: 7216.35420800714; Bounding Box Width: 9.98300666720024; Bounding Box Height: 508.936903937454; Layer: TS_7 kondygnacja II -sciany
1GMOyL0004jZ4pD3WmDZGr,pret,. Dlugosc: 4749; Material: BST500; Numer preta: 2350; Rozmiar: 10; Waga calkowita: 11.722383; Waga jednego preta: 2.930133; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 7204.46856640962; Bottom Elevation: 6820.53166247222; Global Top Elevation: 7204.46856640962; Global Bottom Elevation: 6820.53166247222; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6270.79049721902; Global Y: -17492.791503334; Global Z: 6820.53166247222; Bounding Box Length: 4749.95420800713; Bounding Box Width: 9.9830066671675; Bounding Box Height: 383.936903937396; Layer: TS_7 kondygnacja II -sciany
1GMOyL0004n34pD3WmDZGu,pret,. Dlugosc: 7416; Material: BST500; Numer preta: 1273; Rozmiar: 16; Waga calkowita: 35.15342; Waga jednego preta: 11.71728; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6153.98651977465; Bottom Elevation: 6138.0128885751; Global Top Elevation: 6153.98651977465; Global Bottom Elevation: 6138.0128885751; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 3774.39049633542; Global Y: -17649.9495231503; Global Z: 6138.0128885751; Bounding Box Length: 7416.35420977429; Bounding Box Width: 164.299046299828; Bounding Box Height: 15.9736311995593; Layer: TS_7 kondygnacja II -sciany
1GMOyL0004oZ4pD3WmDZGu,strzemie,. Dlugosc: 1755; Material: BST500; Numer preta: 2367; Rozmiar: 10; Waga calkowita: 12.998339; Waga jednego preta: 1.082835; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6769.98953483639; Bottom Elevation: 6130.05873051347; Global Top Elevation: 6769.98953483639; Global Bottom Elevation: 6130.05873051347; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 4732.70074198727; Global Y: -17662.741369491; Global Z: 6130.05873051347; Bounding Box Length: 1659.32216064953; Bounding Box Width: 189.930789826598; Bounding Box Height: 639.930804322918; Layer: TS_7 kondygnacja II -sciany
1GMOyL0004xp4pD3WmDZKn,pret,. Dlugosc: 7416; Material: BST500; Numer preta: 1273; Rozmiar: 16; Waga calkowita: 23.43456; Waga jednego preta: 11.71728; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6189.98651977465; Bottom Elevation: 6174.01288857015; Global Top Elevation: 6189.98651977465; Global Bottom Elevation: 6174.01288857015; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 3774.34574598161; Global Y: -17652.4495231503; Global Z: 6174.01288857015; Bounding Box Length: 7416.3989601281; Bounding Box Width: 169.299046299835; Bounding Box Height: 15.9736312045088; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005AJ4pD3WmDZKr,strzemie,. Dlugosc: 1048; Material: BST500; Numer preta: 1331; Rozmiar: 10; Waga calkowita: 22.642666; Waga jednego preta: 0.646616; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6580.00011640171; Bottom Elevation: 6130.00859667827; Global Top Elevation: 6580.00011640171; Global Bottom Elevation: 6130.00859667827; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 6362.89337027944; Global Y: -17662.7915033257; Global Z: 6130.00859667827; Bounding Box Length: 4258.93690406518; Bounding Box Width: 189.983171830139; Bounding Box Height: 449.991519723431; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005FZ4pD3WmDZSm,bigle,. Dlugosc: 277; Material: BST500; Numer preta: 505; Rozmiar: 6; Waga calkowita: 0.430458; Waga jednego preta: 0.061494; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6252.91504422366; Bottom Elevation: 6192.99721826476; Global Top Elevation: 6252.91504422366; Global Bottom Elevation: 6192.99721826476; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 4034.70084480804; Global Y: -17658.7096562203; Global Z: 6192.99721826476; Bounding Box Length: 6005.75279816409; Bounding Box Width: 181.834328267825; Bounding Box Height: 59.9178259588934; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005G34pD3WmDZSm,pret dystansowy,. Dlugosc: 429; Material: BST500; Numer preta: 504; Rozmiar: 6; Waga calkowita: 0.666666; Waga jednego preta: 0.095238; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6597.91504422338; Bottom Elevation: 6447.99721826448; Global Top Elevation: 6597.91504422338; Global Bottom Elevation: 6447.99721826448; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 4034.7008348506; Global Y: -17644.7096562203; Global Z: 6447.99721826448; Bounding Box Length: 6005.75280812153; Bounding Box Width: 153.834338225261; Bounding Box Height: 149.917825958893; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005Mp4pD3WmDZSp,pret dystansowy,. Dlugosc: 429; Material: BST500; Numer preta: 504; Rozmiar: 6; Waga calkowita: 0.380952; Waga jednego preta: 0.095238; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 7197.91504422337; Bottom Elevation: 7047.99755017909; Global Top Elevation: 7197.91504422337; Global Bottom Elevation: 7047.99755017909; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 7034.70083485061; Global Y: -17644.7096562203; Global Z: 7047.99755017909; Bounding Box Length: 3005.75280812155; Bounding Box Width: 153.834338225261; Bounding Box Height: 149.917494044288; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005Op4pD3WmDZSq,bigle,. Dlugosc: 277; Material: BST500; Numer preta: 505; Rozmiar: 6; Waga calkowita: 0.245976; Waga jednego preta: 0.061494; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6852.91504422366; Bottom Elevation: 6792.99755017937; Global Top Elevation: 6852.91504422366; Global Bottom Elevation: 6792.99755017937; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 7034.70084480805; Global Y: -17658.7096562203; Global Z: 6792.99755017937; Bounding Box Length: 3005.75279816411; Bounding Box Width: 181.834328267825; Bounding Box Height: 59.9174940442899; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005SJ4pD3WmDZWu,pret,. Dlugosc: 4969; Material: BST500; Numer preta: 1271; Rozmiar: 16; Waga calkowita: 23.55622; Waga jednego preta: 7.85102; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8048.98678680346; Bottom Elevation: 8033.01342626721; Global Top Elevation: 8048.98678680346; Global Bottom Elevation: 8033.01342626721; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 51655.7996281991; Global Y: -15304.9142132063; Global Z: 8033.01342626721; Bounding Box Length: 4969.97209954551; Bounding Box Width: 174.299046299833; Bounding Box Height: 15.9733605362417; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005Sp4pD3WmDZWu,strzemie,. Dlugosc: 1333; Material: BST500; Numer preta: 1300; Rozmiar: 8; Waga calkowita: 11.062765; Waga jednego preta: 0.526535; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8458.5919177861; Bottom Elevation: 8020.04727012351; Global Top Elevation: 8458.5919177861; Global Bottom Elevation: 8020.04727012351; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 52076.0707648229; Global Y: -15312.7177856489; Global Z: 8020.04727012351; Bounding Box Length: 2763.45772851964; Bounding Box Width: 189.944631861277; Bounding Box Height: 438.544647662587; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005UJ4pD3WmDZWu,pret,. Dlugosc: 8584; Material: BST500; Numer preta: 1276; Rozmiar: 16; Waga calkowita: 40.69132; Waga jednego preta: 13.56272; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8450.58678680345; Bottom Elevation: 8152.60038058612; Global Top Elevation: 8450.58678680345; Global Bottom Elevation: 8152.60038058612; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 48305.7996290827; Global Y: -15299.9142132063; Global Z: 8152.60038058612; Bounding Box Length: 8319.95850319909; Bounding Box Width: 164.299046299833; Bounding Box Height: 297.986406217335; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005sp4pD3WmDp0r,strzemie,. Dlugosc: 1333; Material: BST500; Numer preta: 1300; Rozmiar: 8; Waga calkowita: 5.26772; Waga jednego preta: 0.526535; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8458.5919177861; Bottom Elevation: 8020.04727012351; Global Top Elevation: 8458.5919177861; Global Bottom Elevation: 8020.04727012351; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 55276.0707648229; Global Y: -15312.7177856489; Global Z: 8020.04727012351; Bounding Box Length: 1159.42982629797; Bounding Box Width: 189.944631861277; Bounding Box Height: 438.544647662587; Layer: TS_7 kondygnacja II -sciany
1GMOyL0005y34pD3WmDp0s,pret,. Dlugosc: 3539; Material: BST500; Numer preta: 1269; Rozmiar: 16; Waga calkowita: 16.77802; Waga jednego preta: 5.59162; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 7823.98621369757; Bottom Elevation: 7808.01301137396; Global Top Elevation: 7823.98621369757; Global Bottom Elevation: 7808.01301137396; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 48485.7996281991; Global Y: -15299.9142132063; Global Z: 7808.01301137396; Bounding Box Length: 3539.97209954551; Bounding Box Width: 164.299046299833; Bounding Box Height: 15.9732023236147; Layer: TS_7 kondygnacja II -sciany
1GMOyL00067p4pD3WmDp4m,pret,. Dlugosc: 2884; Material: BST500; Numer preta: 1275; Rozmiar: 16; Waga calkowita: 13.67332; Waga jednego preta: 4.55672; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8449.97909841584; Bottom Elevation: 8052.2; Global Top Elevation: 8449.97909841584; Global Bottom Elevation: 8052.2; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 43286.0476318021; Global Y: -15300.4700818073; Global Z: 8052.2; Bounding Box Length: 2519.75119619417; Bounding Box Width: 165.340777313124; Bounding Box Height: 397.779098415842; Layer: TS_7 kondygnacja II -sciany
1GMOyL0006SZ4pD3WmDp4u,bigle,. Dlugosc: 297; Material: BST500; Numer preta: 507; Rozmiar: 6; Waga calkowita: 0.197802; Waga jednego preta: 0.065934; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 7452.91504422366; Bottom Elevation: 7392.99766081757; Global Top Elevation: 7452.91504422366; Global Bottom Elevation: 7392.99766081757; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 45946.100844808; Global Y: -15318.7096562203; Global Z: 7392.99766081757; Bounding Box Length: 2005.75279816412; Bounding Box Width: 201.834328267823; Bounding Box Height: 59.9173834060894; Layer: TS_7 kondygnacja II -sciany
1GMOyL0006T34pD3WmDp4u,pret dystansowy,. Dlugosc: 449; Material: BST500; Numer preta: 506; Rozmiar: 6; Waga calkowita: 0.299034; Waga jednego preta: 0.099678; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 7797.91504422337; Bottom Elevation: 7647.99766081729; Global Top Elevation: 7797.91504422337; Global Bottom Elevation: 7647.99766081729; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 45946.1008348506; Global Y: -15304.7096562203; Global Z: 7647.99766081729; Bounding Box Length: 2005.75280812156; Bounding Box Width: 173.834338225259; Bounding Box Height: 149.917383406087; Layer: TS_7 kondygnacja II -sciany
1GMOyL0006TZ4pD3WmDp4u,pret,. Dlugosc: 1457; Material: BST500; Numer preta: 2460; Rozmiar: 10; Waga calkowita: 26.07442; Waga jednego preta: 0.898969; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8472.99171314199; Bottom Elevation: 7130.00011444092; Global Top Elevation: 8472.99171314199; Global Bottom Elevation: 7130.00011444092; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 45301.3648596572; Global Y: -15306.295781991; Global Z: 7130.00011444092; Bounding Box Length: 3509.06756025404; Bounding Box Width: 138.500168524333; Bounding Box Height: 1342.99159870107; Layer: TS_7 kondygnacja II -sciany
1GMOyL0006U34pD3WmDp4u,pret,. Dlugosc: 1457; Material: BST500; Numer preta: 2460; Rozmiar: 10; Waga calkowita: 26.07442; Waga jednego preta: 0.898969; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8472.99171319638; Bottom Elevation: 7130.00011444092; Global Top Elevation: 8472.99171319638; Global Bottom Elevation: 7130.00011444092; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 45301.1468199733; Global Y: -15271.3089371284; Global Z: 7130.00011444092; Bounding Box Length: 3509.06756025365; Bounding Box Width: 138.500168772511; Bounding Box Height: 1342.99159875546; Layer: TS_7 kondygnacja II -sciany
1GMOyL0006UZ4pD3WmDp4u,pret,. Dlugosc: 3540; Material: BST500; Numer preta: 1381; Rozmiar: 10; Waga calkowita: 19.65762; Waga jednego preta: 2.18418; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8204.46856640962; Bottom Elevation: 7195.53166247222; Global Top Elevation: 8204.46856640962; Global Bottom Elevation: 7195.53166247222; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 45285.7904972094; Global Y: -15312.791503334; Global Z: 7195.53166247222; Bounding Box Length: 3540.0542080167; Bounding Box Width: 9.98300666729665; Bounding Box Height: 1008.9369039374; Layer: TS_7 kondygnacja II -sciany
1GMOyL0006V34pD3WmDp4u,pret,. Dlugosc: 3540; Material: BST500; Numer preta: 1381; Rozmiar: 10; Waga calkowita: 19.65762; Waga jednego preta: 2.18418; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8204.46856640962; Bottom Elevation: 7195.53166247222; Global Top Elevation: 8204.46856640962; Global Bottom Elevation: 7195.53166247222; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 45285.7904972094; Global Y: -15132.7915033341; Global Z: 7195.53166247222; Bounding Box Length: 3540.0542080167; Bounding Box Width: 9.98300666730029; Bounding Box Height: 1008.9369039374; Layer: TS_7 kondygnacja II -sciany
1GMOyL0006f34pD3WmDp8m,bigle,. Dlugosc: 297; Material: BST500; Numer preta: 507; Rozmiar: 6; Waga calkowita: 0.197802; Waga jednego preta: 0.065934; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 8152.91504422366; Bottom Elevation: 8092.99766081757; Global Top Elevation: 8152.91504422366; Global Bottom Elevation: 8092.99766081757; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 45946.100844808; Global Y: -15318.7096562203; Global Z: 8092.99766081757; Bounding Box Length: 2005.75279816412; Bounding Box Width: 201.834328267823; Bounding Box Height: 59.9173834060894; Layer: TS_7 kondygnacja II -sciany
1GOOKY00004p4pD3WrDp8t,strzemie,. Dlugosc: 1036; Material: BST500; Numer preta: 1321; Rozmiar: 8; Waga calkowita: 8.187955; Waga jednego preta: 0.40922; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 3307.91043596499; Bottom Elevation: 1100.08951031771; Global Top Elevation: 3307.91043596499; Global Bottom Elevation: 1100.08951031771; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 52410.9543067394; Global Y: -21412.6294519427; Global Z: 1100.08951031771; Bounding Box Length: 189.652706696237; Bounding Box Width: 289.651842407082; Bounding Box Height: 2207.82092564728; Layer: TS_5 kondygnacja II
1GOOKY0001Kp4pD3WrDpOt,pret,. Dlugosc: 1140; Material: BST500; Numer preta: 1904; Rozmiar: 10; Waga calkowita: 6.33042; Waga jednego preta: 0.70338; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6269.99131259873; Bottom Elevation: 6260.00830593156; Global Top Elevation: 6269.99131259873; Global Bottom Elevation: 6260.00830593156; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 49110.7989948892; Global Y: -22742.2680528468; Global Z: 6260.00830593156; Bounding Box Length: 1140.00000000121; Bounding Box Width: 1208.9369039374; Bounding Box Height: 9.98300666716841; Layer: TS_9 dach
1GOOKY0001Lp4pD3WrDpOt,pret,. Dlugosc: 2290; Material: BST500; Numer preta: 2043; Rozmiar: 10; Waga calkowita: 12.71637; Waga jednego preta: 1.41293; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6269.99131259873; Bottom Elevation: 6260.00830593156; Global Top Elevation: 6269.99131259873; Global Bottom Elevation: 6260.00830593156; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 45360.7989948892; Global Y: -22742.2680528468; Global Z: 6260.00830593156; Bounding Box Length: 2290; Bounding Box Width: 1208.9369039374; Bounding Box Height: 9.98300666716841; Layer: TS_9 dach
1GOOKY0001NJ4pD3WrDpOv,pret,. Dlugosc: 3290; Material: BST500; Numer preta: 182; Rozmiar: 10; Waga calkowita: 18.26937; Waga jednego preta: 2.02993; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6279.99144533233; Bottom Elevation: 6270.00830596379; Global Top Elevation: 6279.99144533233; Global Bottom Elevation: 6270.00830596379; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 47756.3305426723; Global Y: -26162.8000891594; Global Z: 6270.00830596379; Bounding Box Length: 1208.9369044338; Bounding Box Width: 3290.00048828125; Bounding Box Height: 9.9831393685381; Layer: TS_9 dach
1GOOKY0001OZ4pD3WrDpOv,pret,. Dlugosc: 4890; Material: BST500; Numer preta: 1104; Rozmiar: 10; Waga calkowita: 36.20556; Waga jednego preta: 3.01713; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 6279.99149511952; Bottom Elevation: 6270.00830596379; Global Top Elevation: 6279.99149511952; Global Bottom Elevation: 6270.00830596379; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 45956.330542673; Global Y: -26162.8001111966; Global Z: 6270.00830596379; Bounding Box Length: 1658.93690443312; Bounding Box Width: 4890.00051032039; Bounding Box Height: 9.98318915572872; Layer: TS_9 dach
1GP2Fs00006J4pD3WtD30q,pret,. Dlugosc: 2874; Material: BST500; Numer preta: 1397; Rozmiar: 16; Waga calkowita: 9.08342; Waga jednego preta: 4.54092; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 459.986472090935; Bottom Elevation: -2299.9999332428; Global Top Elevation: 459.986472090935; Global Bottom Elevation: -2299.9999332428; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 12683.5767992768; Global Y: -22521.7859466751; Global Z: -2299.9999332428; Bounding Box Length: 164.299046299831; Bounding Box Width: 147.986405333733; Bounding Box Height: 2759.98640533374; Layer: TS_3 kondygnacja I
1GP2Fs00006p4pD3WtD30q,pret,. Dlugosc: 2874; Material: BST500; Numer preta: 1397; Rozmiar: 16; Waga calkowita: 9.08342; Waga jednego preta: 4.54092; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 459.986472090935; Bottom Elevation: -2299.9999332428; Global Top Elevation: 459.986472090935; Global Bottom Elevation: -2299.9999332428; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 12683.5767992768; Global Y: -22961.7995413414; Global Z: -2299.9999332428; Bounding Box Length: 164.299046299831; Bounding Box Width: 147.986405333737; Bounding Box Height: 2759.98640533374; Layer: TS_3 kondygnacja I
1GP2Fs00007J4pD3WtD30q,strzemie,. Dlugosc: 1136; Material: BST500; Numer preta: 1311; Rozmiar: 8; Waga calkowita: 8.529235; Waga jednego preta: 0.44872; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -16.0894209838744; Bottom Elevation: -2249.91034663115; Global Top Elevation: -16.0894209838744; Global Bottom Elevation: -2249.91034663115; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 12670.8818896708; Global Y: -22837.6069505854; Global Z: -2249.91034663115; Bounding Box Length: 189.652716909688; Bounding Box Width: 339.651842407078; Bounding Box Height: 2233.82092564727; Layer: TS_3 kondygnacja I
1GP2Fs0000QJ4pD3WtD38q,pret,. Dlugosc: 1298; Material: BST500; Numer preta: 1282; Rozmiar: 16; Waga calkowita: 4.10326; Waga jednego preta: 2.05084; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -1549.9999332428; Bottom Elevation: -2633.77905357418; Global Top Elevation: -1549.9999332428; Global Bottom Elevation: -2633.77905357418; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 12698.0559334088; Global Y: -23061.7995422021; Global Z: -2633.77905357418; Bounding Box Length: 135.340778035894; Bounding Box Width: 247.779098979638; Bounding Box Height: 1083.77912033138; Layer: TS_2 plyta fundamentowa
1GP2Fs0000Qp4pD3WtD38q,pret,. Dlugosc: 1298; Material: BST500; Numer preta: 1282; Rozmiar: 16; Waga calkowita: 4.10326; Waga jednego preta: 2.05084; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -1549.9999332428; Bottom Elevation: -2633.77905357418; Global Top Elevation: -1549.9999332428; Global Bottom Elevation: -2633.77905357418; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 12698.0559334088; Global Y: -22521.5786394604; Global Z: -2633.77905357418; Bounding Box Length: 135.340778035894; Bounding Box Width: 247.779098979638; Bounding Box Height: 1083.77912033138; Layer: TS_2 plyta fundamentowa
1GP2Fs0000RJ4pD3WtD38q,strzemie,. Dlugosc: 1076; Material: BST500; Numer preta: 1402; Rozmiar: 8; Waga calkowita: 1.275455; Waga jednego preta: 0.42502; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: -2342.08942687609; Bottom Elevation: -2549.91034073877; Global Top Elevation: -2342.08942687609; Global Bottom Elevation: -2549.91034073877; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 12685.8818896708; Global Y: -22837.6069505854; Global Z: -2549.91034073877; Bounding Box Length: 159.651921046589; Bounding Box Width: 339.651842407078; Bounding Box Height: 207.820913862685; Layer: TS_2 plyta fundamentowa
1GP2Fs0000g34pD3WtD3Cq,pret,. Dlugosc: 3014; Material: BST500; Numer preta: 1398; Rozmiar: 16; Waga calkowita: 9.52582; Waga jednego preta: 4.76212; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 449.986409112569; Bottom Elevation: -2299.99999769032; Global Top Elevation: 449.986409112569; Global Bottom Elevation: -2299.99999769032; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 13943.5774096284; Global Y: -23111.7995890251; Global Z: -2299.99999769032; Bounding Box Length: 114.299046299766; Bounding Box Width: 297.986405333755; Bounding Box Height: 2749.98640680289; Layer: TS_3 kondygnacja I
1GP2Fs0000gZ4pD3WtD3Cq,pret,. Dlugosc: 3014; Material: BST500; Numer preta: 1398; Rozmiar: 16; Waga calkowita: 9.52582; Waga jednego preta: 4.76212; Project: ASPWRZ; Building: Undefined; Storey: Undefined; Top Elevation: 449.986409112569; Bottom Elevation: -2299.99999769032; Global Top Elevation: 449.986409112569; Global Bottom Elevation: -2299.99999769032; Has Own Geometry: 1; Children Have Geometry: 0; Global X: 13943.5774096284; Global Y: -22721.7859943588; Global Z: -2299.99999769032; Bounding Box Length: 114.299046299766; Bounding Box Width: 297.986405333751; Bounding Box Height: 2749.98640680289; Layer: TS_3 kondygnacja I
