Dictionary Name,Dictionary URI,Class Name,Class Code,Class Description,Class URI
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Touch sensor for bus system,EC000672,A sensor that detects touch input to control functions in a bus system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000672
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Area/line coupler for bus system,EC000673,A device that connects and manages communication between different bus segments.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000673
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Interface for bus system,EC000674,A module that facilitates communication between a bus system and external devices.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000674
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Power supply for bus system,EC000675,A unit that provides electrical power to components in a bus system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000675
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Logic component for bus system,EC000676,Element which is used to link binary signals that are received via telegrams,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000676
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Display for bus system,EC000677,A visual interface used to show information in a bus system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000677
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Remote control,EC000678,A handheld device used to wirelessly operate electronic equipment.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000678
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Popcorn machine,EC000679,A kitchen appliance designed to heat and pop corn kernels.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000679
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,DVD player/recorder,EC000680,A device used to play and record digital video discs.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000680
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,HiFi-set,EC000681,A complete high-fidelity audio system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000681
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Loudspeaker set,EC000682,A collection of speakers designed for audio output.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000682
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Surge protection module,EC000683,A device that protects electrical systems from voltage spikes.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000683
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Record player,EC000684,A device that plays audio from vinyl records.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000684
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Binary input for bus system,EC000688,A module that allows binary signals to be input into a bus system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000688
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Time switch for bus system,EC000689,Switching element which switches electrical loads with potential-free contacts by means of time switc,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000689
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Video projector,EC000690,A device that projects video images onto a screen or surface.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000690
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Insect repellent device,EC000691,"A device that emits sound, light, or chemicals to repel insects.",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000691
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Heating element (baking oven),EC000692,A component that generates heat for a baking oven.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000692
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Mini kitchen,EC000693,A compact kitchen unit that integrates essential cooking appliances.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000693
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Hand floodlight,EC000694,"Portable, network-independent lighting with a reflector, usually tuned to high beam characteristics a",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000694
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Vehicle lamp,EC000696,A lighting component used in vehicles for illumination or signaling.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000696
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Repeater for bus system,EC000698,A device that amplifies and extends signals within a bus system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000698
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Central device for bus system,EC000699,A main control unit that manages communication within a bus system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000699
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Band suppressor/choke for bus system,EC000700,A component that filters and suppresses unwanted frequencies in a bus system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000700
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Window opener,EC000701,A mechanical or motorized device used to open and close windows.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000701
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Communication column,EC000703,A freestanding structure used to house communication devices.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000703
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Core drill bit,EC000704,A specialized drill bit used for cutting large circular holes.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000704
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Measuring instrument set,EC000705,A collection of tools used for taking various measurements.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000705
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Console for wall duct,EC000706,"Retaining element for device installation trunking for mounting on wall, ceiling or floor",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000706
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,"Cool/freezer box, portable",EC000707,A mobile cooling device that keeps food and drinks cold or frozen.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000707
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Socket for letterbox,EC000709,A power outlet integrated into a letterbox.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000709
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Empty enclosure for switchgear,EC000712,A protective casing designed to house switchgear components.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000712
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Busbar coupler,EC000713,A connector used to join busbars in an electrical system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000713
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Plug for telecommunication terminal strip,EC000717,A connector used to interface with telecommunication terminal strips.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000717
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Wire-guide for LSA connection strip,EC000718,A component that assists in routing wires for LSA connection strips.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000718
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Labelling cap for connection strips,EC000719,A cap used to identify and label connection strips.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000719
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Labelling plate for telecommunication terminal strips,EC000720,A plate used to mark and identify telecommunication terminal strips.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000720
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Base/base element (enclosure/cabinet),EC000721,The foundational structure or mounting surface of an enclosure or cabinet.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000721
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,On-floor installation duct,EC000722,A duct designed for routing cables along the floor.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000722
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Dust shield for plug connections,EC000723,A protective cover that prevents dust from entering plug connections.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000723
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cleaning cassette/CD,EC000725,A cleaning tool designed to maintain the functionality of cassette or CD players.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000725
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,End plate for slotted cable trunking system,EC000726,A closing element used at the end of a slotted cable trunking system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000726
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cover for slotted cable trunking system,EC000727,Lid for a system with breakout-type side bars for the wiring installation in a control cabinet and th,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000727
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cover for installation duct,EC000728,A protective covering used to conceal and safeguard installation ducts.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000728
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Discharge tube for overvoltage protection magazine,EC000730,Device or component for limiting of dangerous overvoltage in electric devices or pipelines,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000730
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Network hub,EC000731,A device that connects multiple network devices for data transmission.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000731
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Network repeater,EC000732,A device that regenerates and extends network signals.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000732
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Network switch,EC000734,"Coupling element with the possibility of configuration management functions in computer networks, whi",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000734
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Print server,EC000735,A device that manages print jobs for networked printers.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000735
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Analogue memory medium,EC000736,A storage medium that records data in an analog format.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000736
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Heating (enclosure/cabinet),EC000737,A heating element used to regulate temperature inside an enclosure or cabinet.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000737
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Modem,EC000740,A device that enables internet access by converting digital and analog signals.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000740
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Insert for lock system,EC000743,A component used within a lock mechanism to provide security.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000743
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Top-/floor element (enclosure/cabinet),EC000744,A structural element forming the top or bottom of an enclosure or cabinet.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000744
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Door/operating panel (enclosure/cabinet),EC000747,A panel that serves as a door or control interface for an enclosure or cabinet.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000747
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Pigtail,EC000748,A short cable with connectors used for signal or power transmission.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000748
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Bend for subfloor installation ducting systems,EC000749,"Element which is used for vertical direction changes of underfloor duct systems, for wall connections",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000749
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Coupler for subfloor installation duct,EC000750,A connector used to join sections of subfloor installation ducts.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000750
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Induction lamp,EC000751,A gas-discharge lamp that uses electromagnetic fields to generate light.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000751
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Fibre optic coupler,EC000752,A device that connects and transfers light signals between optical fibers.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000752
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Fibre optic cable splitter,EC000753,Product is used to directly connect a multi-fiber cable to a single workstation - it allows to separa,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000753
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Anchor sleeve,EC000755,A hollow insert used to improve the grip of an anchor in materials.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000755
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Software for bus system,EC000757,"A program used for configuring, monitoring, or controlling a bus system.",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000757
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,In-ground luminaire,EC000758,A lighting fixture designed for installation into the ground.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000758
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Splice holder,EC000759,Appliance for steady connection of cable fibers with single insert fixtures,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000759
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Hole cutter for plastics,EC000760,A tool used to cut circular openings in plastic materials.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000760
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Labelling for terminal block,EC000761,A marking system used to identify terminals in an electrical block.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000761
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Splice cassette,EC000762,Cassette for the connection of cable fibers with single fixtures,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000762
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Line equalizer (receiver technology),EC000763,A device that compensates for signal loss in transmission lines.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000763
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Coding for data communication technology,EC000766,"Marking element which allows the insertion orientation, or the function of a component of the data pr",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000766
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Multiplexer,EC000768,A device that combines multiple input signals into a single output.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000768
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Module for telephone system,EC000769,A component that expands or enhances telephone system functionality.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000769
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Separation plate for meter-/distribution boards,EC000770,Insulated partition as a built-in element for safe division of the areas in a distribution,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000770
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cover strip (modular) for meter-/distribution board,EC000771,A protective covering for modular elements in distribution boards.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000771
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Master clock,EC000772,A central clock that synchronizes time across multiple devices.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000772
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Explosion proof hand floodlight,EC000773,"Explosion-proof light with very high luminosity, mobile use and during transport network-independent",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000773
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Miniature fuse assortment,EC000774,A collection of small fuses in various ratings for circuit protection.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000774
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cover for distribution board,EC000775,Hood as protection against contact with live parts with integrated outlets for modular devices,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000775
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Pan,EC000776,"A kitchen utensil used for frying, sautéing, or cooking food.",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000776
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Baby bottle,EC000777,A feeding container with a nipple for infants.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000777
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Telephone digital/ISDN with cord,EC000778,A wired telephone that operates on digital or ISDN networks.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000778
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Indoor station door communication,EC000779,A communication unit inside a building for managing door access.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000779
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Sealing for hose screw connection,EC000781,A sealing component that prevents leaks in hose screw connections.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000781
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Access control unit for bus system,EC000782,A security device that regulates entry through a bus communication system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000782
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Signalling and operation panel for bus system,EC000783,A control interface for monitoring and managing bus system functions.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000783
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Desk system (enclosure/cabinet),EC000784,A furniture-integrated enclosure for organizing electronic equipment.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000784
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Connector for wall duct,EC000785,A fitting that joins or secures sections of a wall-mounted duct.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000785
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cover for plinth skirting duct,EC000786,A component that fits over the skirting duct to protect and conceal the electrical cables inside. It ,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000786
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Handset for cordless telephone,EC000787,A wireless receiver unit used for cordless telephone communication.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000787
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Charger for cordless telephone,EC000788,A power device used to recharge a cordless phone battery.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000788
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Headset,EC000789,A combination of headphones and a microphone for communication.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000789
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Actuating drive for bus system,EC000792,A motorized device used to control mechanical components in a bus system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000792
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Analogue input for bus system,EC000794,A module that processes and converts analog signals within a bus system.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000794
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Extension module for installation column,EC000795,An additional component that attaches to an installation column to increase its capacity for housing ,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000795
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Contact for industrial connectors,EC000796,A conductive element used in heavy-duty electrical connectors.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000796
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,USB-Hub,EC000797,A device that expands a single USB port into multiple ports.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000797
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Test pin,EC000798,A probe used to test electrical circuits and components.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000798
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Screw gland holder,EC000799,A securing device for organizing and holding screw glands.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000799
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cover strip for wall duct,EC000800,A component used to conceal and protect the opening of a wall duct. It provides a finished appearance,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000800
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Torx screwdriver,EC000801,A screwdriver designed for turning Torx-headed screws.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000801
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Audio/video modulator,EC000804,A device that converts audio and video signals for transmission.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000804
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Rasp (battery/electric),EC000806,A powered tool used for shaping and smoothing materials.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000806
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Navigation system,EC000807,An electronic system that provides location-based guidance.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000807
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Portable MP3 player,EC000808,A handheld device used to store and play digital audio files.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000808
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Programming- and engineering software,EC000809,A software package used for coding and configuring automation systems.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000809
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,PLC mounting rack,EC000810,A frame used to secure and organize programmable logic controllers.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000810
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Electrical chimney fire,EC000811,A decorative electric heater designed to simulate a fireplace.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000811
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Ceiling heating foil,EC000812,A thin heating element installed in ceilings for radiant heating.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000812
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Natural stone heating,EC000813,A heating system that uses stone materials to radiate heat.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000813
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Threaded bush,EC000814,A cylindrical metal insert with internal threading for fastening.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000814
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Car antenna,EC000815,A radio frequency antenna designed for vehicles.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000815
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,WLAN access point,EC000816,A networking device that allows wireless devices to connect to a network.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000816
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,WLAN network adaptor,EC000817,A hardware device that enables a computer to connect to a wireless network.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000817
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Hexagonal key,EC000818,A tool with a hexagonal shape used to turn hex screws or bolts.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000818
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Compact fluorescent lamp with integrated ballast,EC000819,A fluorescent light bulb with a built-in ballast for energy efficiency.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000819
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Traffic signalling lamp,EC000820,A light used in traffic systems to signal movement and control flow.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000820
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,High pressure sodium-vapour lamp,EC000821,A gas-discharge lamp that emits yellow-orange light at high pressure.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000821
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Low pressure sodium-vapour lamp,EC000822,A gas-discharge lamp that produces monochromatic yellow light at low pressure.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000822
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Halogen metal halide reflector lamp,EC000823,A high-intensity discharge lamp with an integrated reflector.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000823
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Flat nose pliers,EC000833,"A hand tool with flat, broad jaws used for gripping and bending materials.",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000833
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Round nose pliers,EC000834,A hand tool with rounded jaws used for shaping wire and making loops.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000834
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Telephone pliers,EC000835,A long-nosed plier used for gripping small wires and working in tight spaces.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000835
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Combination pliers,EC000836,"A versatile hand tool used for gripping, cutting, and bending wire.",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000836
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,"Power cable >= 1 kV, for moving application",EC000837,A flexible electrical cable rated for voltages above 1 kV used in dynamic applications.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000837
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Thermocouple cable,EC000838,A cable used to connect thermocouples for temperature measurement.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000838
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Braid wire,EC000839,A flexible wire composed of multiple woven strands for shielding or grounding.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000839
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Pipe wrench,EC000842,A hand tool designed for gripping and turning pipes.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000842
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Signalling bell,EC000843,A device that produces a ringing sound for alarms or notifications.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000843
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Buzzer,EC000844,An electronic sound-emitting device used for alerts and alarms.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000844
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Outer corner for skirting duct,EC000849,A fitting used to guide skirting ducts around a 90-degree turn at an external corner where two walls ,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000849
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,End piece for skirting duct,EC000850,A closing element used to terminate a skirting duct section.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000850
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Inner corner for skirting duct,EC000851,A fitting designed to enable skirting ducts to navigate a 90-degree turn along an interior corner whe,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000851
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Flat bend for skirting duct,EC000852,"A fitting used to change the direction of skirting ducts, which are conduits installed along the base",https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000852
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Mesh cable tray,EC000853,A cable support system made of wire mesh for organizing cables.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000853
ETIM,https://identifier.buildingsmart.org/uri/etim/etim/latest,Cable ladder,EC000854,A structural support system for routing and securing cables.,https://identifier.buildingsmart.org/uri/etim/etim/10.0/class/EC000854
